state,district,rural_urban,stunting_tier,stunting,wash_score,empowerment_score,healthcare_score,immunization_score,nutrition_deprivation,wealth_proxy,fertility_risk,ifa_100days,early_breastfeed,excl_breastfeed,vitamin_a,diarrhoea_prev,oop_delivery_cost,birth_registration,unmet_need_total,wash_score_sc,empowerment_score_sc,healthcare_score_sc,immunization_score_sc,nutrition_deprivation_sc,wealth_proxy_sc,fertility_risk_sc,ifa_100days_sc,early_breastfeed_sc,excl_breastfeed_sc,vitamin_a_sc,diarrhoea_prev_sc,oop_delivery_cost_sc,birth_registration_sc,unmet_need_total_sc,predicted_stunting_rf,predicted_stunting_ridge,residual_rf,cluster,risk_segment
BR,Sheohar,Rural,Critical (≥50%),53.0,43.86666666666667,35.56666666666667,31.633333333333336,75.84,33.6,42.175,35.4,2.6,33.1,55.0,49.8,14.0,2195.0,52.2,26.0,-0.9077780859018992,-1.6952061344502745,-1.6202713276523066,-0.0908910201919903,0.5646229307037827,-1.7049822862507116,2.178748296270418,-1.4798173802033223,-0.7332092513506773,-0.1211144927747735,-0.5728094158779481,1.0701113615853362,-0.2722382993620736,-1.750372374743894,1.8475819858598093,53.08932015498119,51.0126085050364,-0.0893201549811877,1,Tier 3 — High Risk
BR,Sitamarhi,Rural,Critical (≥50%),57.3,44.333333333333336,34.4,28.883333333333336,75.84,40.925,38.525000000000006,34.13333333333333,4.7,34.4,38.4,56.7,13.5,2278.0,56.5,19.6,-0.87488479872998,-1.790585189592414,-1.7858980784951126,-0.0908910201919903,1.4903205574204597,-2.040983202803844,1.9936742438222577,-1.367435895869383,-0.6549514711958299,-1.292635902102962,-0.1812989755043043,0.9734452510307944,-0.2417756218801735,-1.4913919975908554,0.8583206772251118,53.30217533845725,53.63632172750027,3.997824661542744,1,Tier 3 — High Risk
BR,Siwan,Rural,Moderate (30–40%),37.9,47.333333333333336,51.16666666666666,43.31666666666667,74.06000000000002,34.4,45.35,23.133333333333336,19.6,31.0,63.3,70.7,11.7,1609.0,67.1,25.0,-0.6634279526247854,-0.4198519114068118,-0.916608586192871,-0.226858831889491,0.665723012802532,-1.4127075163723015,0.3864522094040236,-0.570062507023812,-0.8596256654469697,0.4646462118893205,0.6130700339494649,0.6254472530344437,-0.487312142788501,-0.8529752539112722,1.6930099063856376,43.82817009758676,44.33481630625872,-5.928170097586758,1,Tier 3 — High Risk
BR,Supaul,Rural,High (40–50%),48.1,40.6,32.300000000000004,37.48333333333333,79.52000000000001,45.35,43.4,39.3,8.2,25.3,68.3,75.3,9.3,1966.0,55.9,18.3,-1.1380310961053333,-1.9622674888482643,-1.2679380576776111,0.190210972530935,2.0495303865291685,-1.5922148553527424,2.748581563018702,-1.180133421979484,-1.2027559322797632,0.8175141062652809,0.8740769941985602,0.1614499223726433,-0.3562859275952679,-1.5275287944029077,0.6573769739086888,48.51892667274541,53.76131663442349,-0.4189266727454068,1,Tier 3 — High Risk
BR,Vaishali,Rural,Critical (≥50%),53.7,49.7,47.0,43.3,81.14000000000001,38.225,50.975,31.96666666666667,14.6,35.1,63.4,76.1,10.4,1438.0,78.5,20.7,-0.4966119962529101,-0.7604913940573093,-0.9176123846828274,0.3139569584578751,1.1491077803371792,-0.894897884697954,1.6771002067398786,-0.8376374697236681,-0.6128126664970656,0.4717035697768398,0.9194695090244898,0.3741153655926352,-0.5500725988054277,-0.1663761144822856,1.0283499646467005,47.79761513094604,45.95347523989026,5.902384869053968,1,Tier 3 — High Risk
CT,Bastar,Rural,High (40–50%),41.6,40.833333333333336,39.53333333333334,54.48333333333333,86.8,44.5,66.5,18.933333333333334,29.1,54.8,68.5,65.8,11.4,489.0,78.2,12.8,-1.1215844525193737,-1.3709173469670006,-0.2440635979220841,0.7463040450915027,1.942111549299247,0.5342566987232455,-0.2272143855556665,-0.0616700778940854,0.5730936943110099,0.8316288220403195,0.3350408806406453,0.5674475867017188,-0.8983747786888399,-0.1844445128883113,-0.1927694631992544,43.11746558789511,41.82872155568502,-1.51746558789511,1,Tier 3 — High Risk
CT,Bijapur,Rural,High (40–50%),48.2,41.76666666666666,50.76666666666667,58.0,92.22,32.675,71.725,18.2,21.3,47.9,82.6,77.5,4.0,323.0,96.5,9.6,-1.0557978781755362,-0.4525533017412589,-0.0322621165412836,1.1603183930692889,0.4477259607771027,1.0152443121451946,-0.334362521183549,-0.479087019705861,0.1577254765660494,1.826716284180528,0.998906409969867,-0.8632108495055,-0.95930013365264,0.9177277898792716,-0.6874001175166035,44.00251394532969,33.98669275542601,4.197486054670314,0,Tier 1 — Low Risk (Developed)
CT,Bilaspur,Rural,Moderate (30–40%),34.1,53.36666666666667,55.833333333333336,67.36666666666667,91.92,23.025,73.95,20.1,39.3,54.8,82.1,79.5,17.8,1113.0,94.9,9.0,-0.2381647399021163,-0.0383356908382541,0.5318726348142131,1.1374024697494851,-0.771793779539065,1.2200667886741596,-0.0567514425113086,0.4841828460136206,0.5730936943110099,1.7914294947429312,1.112387697034691,1.804773801799854,-0.669354167258651,0.8213629983804669,-0.7801433652011063,37.35458713250253,30.81856040973059,-3.254587132502529,0,Tier 1 — Low Risk (Developed)
CT,Dakshin Bastar Dantewada,Rural,High (40–50%),44.2,44.16666666666666,32.5,52.25,84.35999999999999,45.95,66.875,18.4,26.1,39.7,70.6,65.1,8.1,765.0,74.8,16.0,-0.88663240129138,-1.9459167936810409,-0.3785725955762413,0.5599212020904321,2.125355448103231,0.5687773408348686,-0.3051403023759442,-0.2222150555139991,-0.3359005213337585,0.9798333376782224,0.2953224301679567,-0.0705487429582572,-0.7970772005562564,-0.3892196948232725,0.3018611911180942,43.01058165540174,43.115272980292936,1.1894183445982662,1,Tier 3 — High Risk
CT,Dhamtari,Rural,Moderate (30–40%),34.2,56.96666666666667,59.20000000000001,73.49999999999999,94.46,35.95,75.4,12.233333333333334,41.9,48.7,74.5,60.3,12.9,889.0,94.5,5.7,0.0155834754241173,0.2369010111433485,0.9012704791181666,1.3314239538571555,0.86160442186886,1.3535466048391027,-1.2061587156104094,0.6233218266175459,0.2058841105074944,1.2550702952914718,0.0229673412123788,0.8574459183653442,-0.7515666944387188,0.7972718005057652,-1.2902312274658725,33.50041731057041,31.14782567771347,0.6995826894295902,0,Tier 1 — Low Risk (Developed)
CT,Durg,Both,Moderate (30–40%),34.3,59.8,62.26666666666667,63.083333333333336,95.2,32.0,75.8,15.233333333333334,37.3,40.6,52.9,72.5,6.8,2548.0,88.8,9.3,0.2152927189679123,0.4876116703741145,0.2738964228954182,1.3879498980460054,0.3624227665062831,1.3903686230915,-0.7678254334963454,0.3771528609336782,-0.2817220581496332,-0.269319008412677,0.7152031923078066,-0.3218806304000658,-0.1426801650113418,0.4539722307912719,-0.7337717413588547,32.08328092237284,31.59992818242066,2.216719077627161,0,Tier 1 — Low Risk (Developed)
CT,Janjgir Champa,Rural,Moderate (30–40%),36.8,47.73333333333333,58.1,51.083333333333336,86.5,23.825,71.55,17.066666666666666,17.6,40.7,67.4,61.7,10.5,2075.0,77.7,12.5,-0.6352337064774267,0.1469721877236165,-0.4488384898731891,0.7233881217716993,-0.6706936974403157,0.9991346791597708,-0.4999550944266397,-0.6770924921037544,-0.2757022289069526,0.7539978852776086,0.1024042421577561,0.3934485877035435,-0.3162807246371099,-0.2145585102316879,-0.239141087041506,35.21776527893189,32.11901491413968,1.5822347210681045,0,Tier 1 — Low Risk (Developed)
CT,Jashpur,Rural,Moderate (30–40%),35.1,35.33333333333333,50.9,45.883333333333326,74.44000000000001,26.875,67.275,22.46666666666667,25.6,37.8,70.2,64.8,7.1,932.0,78.4,15.4,-1.5092553370455644,-0.4416528382964436,-0.7620236187395861,-0.1978319956844067,-0.285249634438832,0.6055993590872673,0.2890448133786758,-0.2489725517839847,-0.45027727694469,0.9516039061281464,0.2783002371082332,-0.2638809640673408,-0.7357848253818309,-0.1723989139509605,0.2091179434335913,36.908660314576494,37.15323785132548,-1.8086603145764928,1,Tier 3 — High Risk
CT,Kabirdham,Rural,High (40–50%),40.4,41.53333333333333,42.53333333333334,44.71666666666667,80.96,26.450000000000003,67.225,23.4,19.0,50.8,84.9,73.9,8.6,1431.0,85.4,10.7,-1.072244521761495,-1.1256569194586423,-0.8322895130365335,0.3002074044659913,-0.3389590530537924,0.6009966068057164,0.4254151678141624,-0.6021715025477948,0.3323005246037864,1.98903551559347,0.7946400932531839,0.0261173675962845,-0.5526417402798048,0.2491970488563116,-0.5173708300950148,39.22057289718509,36.43535309153821,1.1794271028149057,1,Tier 3 — High Risk
CT,Korba,Both,Moderate (30–40%),33.2,47.0,54.46666666666667,56.1,90.12,31.425,70.525,17.766666666666666,24.2,46.3,81.9,66.2,5.1,935.0,81.6,13.0,-0.686923157747585,-0.1500654411476173,-0.1466951443963134,0.9999069298306638,0.2897570824978068,0.9047782573880014,-0.3976773286000249,-0.3238935413399445,0.0614082086831599,1.7773147789678938,0.3577371380536105,-0.650545406285508,-0.7346837647499549,0.0203306690466489,-0.1618550473044203,36.18461660218868,34.08322337275405,-2.98461660218868,0,Tier 1 — Low Risk (Developed)
CT,Korea,Both,Moderate (30–40%),30.6,39.16666666666666,50.03333333333333,58.083333333333336,84.82000000000001,22.025,67.89999999999999,23.133333333333336,39.3,46.4,76.5,76.1,12.3,1631.0,77.4,13.0,-1.2390604781333712,-0.5125058506877471,-0.0272431240915014,0.5950589511807993,-0.8981688821625017,0.6631337626066379,0.3864522094040236,0.4841828460136206,0.0674280379258406,1.396217453041856,0.9194695090244898,0.7414465856998942,-0.4792376981547443,-0.2326269086377137,-0.1618550473044203,34.23020474731094,35.073244805156115,-3.630204747310941,0,Tier 1 — Low Risk (Developed)
CT,Mahasamund,Rural,High (40–50%),43.7,43.9,50.23333333333333,62.0,87.47999999999999,31.450000000000003,70.775,17.533333333333335,23.0,49.9,75.7,58.9,8.3,932.0,90.0,7.7,-0.9054285653896196,-0.4961551555205236,0.2086495210482521,0.7982468046163904,0.292916460063393,0.9277920187957502,-0.4317699172088962,-0.3881115323879099,0.2781220614196611,1.3397585899417026,-0.0564695597329979,-0.0318822987364402,-0.7357848253818309,0.5262458244153759,-0.9810870685175292,40.4760394930004,34.01481576506023,3.223960506999603,0,Tier 1 — Low Risk (Developed)
CT,Narayanpur,Rural,High (40–50%),49.0,39.96666666666666,41.13333333333333,51.61666666666667,78.67999999999999,29.55,67.625,18.466666666666665,23.5,57.5,77.9,69.8,5.8,295.0,92.0,14.2,-1.1826719858386527,-1.24011178562921,-0.4167169381945844,0.1260463872354834,0.0528037650788618,0.637818625058115,-0.29539956277341,-0.3613540361179243,0.7356290838633859,1.4950204634671254,0.5620034547702938,-0.5152128515091495,-0.9695766995501486,0.6467018137888823,0.0236314480645854,43.75271341294157,36.55648844125166,5.247286587058426,0,Tier 1 — Low Risk (Developed)
CT,Raigarh,Rural,Moderate (30–40%),39.2,46.36666666666667,53.6,62.18333333333333,84.34,28.625000000000004,68.975,16.766666666666666,21.0,39.9,74.1,79.6,8.0,5329.0,87.0,13.1,-0.7315640474809038,-0.2209184535389209,0.2196913044377723,0.5583934738691132,-0.0640932048478166,0.7620929366599579,-0.5437884226380463,-0.4951415174678523,-0.3238608628483975,1.2268408637413948,1.118061761387932,-0.0898819650691655,0.8780030407376247,0.3455618403551164,-0.1463978393570032,33.53962020530063,31.988112324179056,5.660379794699374,0,Tier 1 — Low Risk (Developed)
CT,Raipur,Both,Moderate (30–40%),38.3,56.133333333333326,56.16666666666666,66.23333333333333,88.97999999999999,31.45,72.625,16.833333333333332,31.3,44.2,78.8,70.7,5.1,1355.0,89.6,10.9,-0.0431545373828818,-0.0110845322262147,0.4636143374971775,0.9128264212154088,0.2929164600633926,1.0980938532130908,-0.5340476830355115,0.0560629056938511,-0.065008205413132,1.5585366844547976,0.6130700339494649,-0.650545406285508,-0.5805352762873278,0.5021546265406743,-0.4864564142001804,36.325491509171655,32.32007348314773,1.9745084908283417,0,Tier 1 — Low Risk (Developed)
CT,Rajnandgaon,Rural,High (40–50%),48.8,52.43333333333333,59.66666666666666,71.53333333333335,94.16,22.625,73.5,17.233333333333334,40.0,66.7,84.6,76.6,7.0,865.0,96.9,9.0,-0.3039513142459549,0.2750526332002033,0.7828222573033131,1.3085080305373522,-0.8223438205884397,1.1786420181402115,-0.4756032454203027,0.5216433407916007,1.28945337419,1.967863441930912,0.9478398307906958,-0.2832141861782491,-0.7603751794937261,0.9418189877539732,-0.7801433652011063,39.184687561038594,28.84618799789825,9.615312438961404,0,Tier 1 — Low Risk (Developed)
CT,Surguja,Rural,Moderate (30–40%),32.3,34.4,44.16666666666666,47.31666666666666,83.05999999999999,28.375000000000004,69.10000000000001,27.666666666666668,18.4,33.9,84.3,61.9,9.7,1677.0,69.9,14.4,-1.5750419113894023,-0.992126242259648,-0.6756969486033356,0.4606188677046164,-0.0956869805036759,0.7735998173638337,1.0488225023763866,-0.6342804980717776,-0.6850506174092328,1.946691368268354,0.1137523708642383,0.2387828108162764,-0.4623547684659804,-0.6843368687883625,0.0545458639594198,35.99927717666322,38.53532353371983,-3.699277176663223,1,Tier 3 — High Risk
CT,Uttar Bastar Kanker,Rural,Moderate (30–40%),36.3,50.4,53.79999999999999,67.5,92.22,39.95,72.1,15.266666666666666,38.5,44.7,70.6,69.3,3.2,703.0,87.4,13.0,-0.4472720654950311,-0.2045677583716979,0.5399030227338638,1.1603183930692889,1.3671048323626074,1.0497649542568177,-0.7629550636950783,0.4413708519816439,-0.0349090591997291,0.9798333376782224,0.5336331330040877,-1.0178766263927668,-0.8198324536150251,0.369653038229818,-0.1618550473044203,37.44309759818071,35.47227481821029,-1.1430975981807094,0,Tier 1 — Low Risk (Developed)
DD,Diu,Both,Moderate (30–40%),37.3,79.73333333333333,66.73333333333333,72.45,89.24000000000001,26.175,74.075,12.666666666666666,47.8,58.5,58.35,77.5,11.0,1520.0,99.7,23.2,1.6203059853113164,0.8527771957754475,0.8380311742509146,0.9326868880925734,-0.3737122062752379,1.231573669378034,-1.1428439081939337,0.939060282603376,0.7958273762901917,0.11530699645712,0.998906409969867,0.4901146982580853,-0.5199769415341529,1.1104573728768818,1.4147801633321289,30.934973914073264,29.24064385256195,6.365026085926733,0,Tier 1 — Low Risk (Developed)
GA,North Goa,Both,Low (<30%),21.4,86.26666666666667,79.8,93.58333333333331,93.68,18.15,74.625,11.433333333333332,88.6,82.8,58.35,93.0,5.5,6818.0,99.4,18.4,2.0808120057181845,1.921022613367408,2.110847659515628,1.2718425532256672,-1.3878724048283204,1.282203944475081,-1.3230475908408268,3.122471978234201,2.2586458822615745,0.11530699645712,1.8783863847222544,-0.5732125178418745,1.4244961343587004,1.092388974470856,0.6728341818561056,20.32318595170309,22.089615158550146,1.0768140482969066,0,Tier 1 — Low Risk (Developed)
GA,South  Goa,Both,Low (<30%),18.3,86.2,73.86666666666667,77.58333333333333,95.08,15.124999999999998,72.85000000000001,12.699999999999998,35.3,58.9,58.35,84.8,1.3,1758.0,98.4,16.1,2.0761129646936247,1.4359519900731,1.147201109157485,1.3787835287180836,-1.770157090264218,1.1188062384800654,-1.1379735383926666,0.2701228758537358,0.819906693260914,0.11530699645712,1.4131131077564751,-1.3852078465000257,-0.4326261314053309,1.032160979784103,0.3173183990655115,22.75932594937598,24.366839697976367,-4.45932594937598,0,Tier 1 — Low Risk (Developed)
GJ,Amreli,Rural,Moderate (30–40%),37.8,74.6,59.6,58.7,77.3,28.275,64.275,12.633333333333333,31.7,42.2,58.3,87.9,9.2,2554.0,96.5,16.3,1.258479826420205,0.2696024014777956,0.0098974200368849,0.0206331399643869,-0.1083244907660202,0.3294342221942818,-1.147714277995201,0.0774689027098395,-0.1854047902667437,0.1117783175133601,1.589009102706953,0.1421167002617346,-0.14047804374759,0.9177277898792716,0.3482328149603457,35.35372012268347,32.40467588649838,2.4462798773165275,0,Tier 1 — Low Risk (Developed)
GJ,Anand,Both,High (40–50%),48.2,68.83333333333333,61.76666666666667,76.03333333333333,81.58,34.55,60.45,22.33333333333333,39.8,67.2,68.8,77.6,12.4,1745.0,98.4,13.9,0.8520127777957756,0.4467349324560548,1.05384784959154,0.3475669793269192,0.6846792781960473,-0.0226763273442755,0.2695633341736058,0.5109403422836063,1.319552520403403,0.8528008957028769,1.004580474323108,0.7607798078108025,-0.4373973941434598,1.032160979784103,-0.0227401757776658,36.24369443225618,35.72688010199355,11.956305567743826,0,Tier 1 — Low Risk (Developed)
GJ,Banaskantha,Rural,High (40–50%),40.7,55.0,42.13333333333333,61.333333333333336,54.44,33.3,58.37500000000001,28.399999999999995,23.3,49.6,47.4,56.6,6.4,3417.0,94.9,21.0,-0.1230382348003993,-1.1583583097930903,0.1684975814499963,-1.7255602170046511,0.526710399916751,-0.2136905470285894,1.155970638004268,-0.3720570346259185,0.2600625736916196,-0.6574736922262334,-0.1869730398575456,-0.3992135188436992,0.1762603980220461,0.8213629983804669,1.0747215884889516,39.85258924054959,41.92762626551208,0.8474107594504119,1,Tier 3 — High Risk
GJ,Bharuch,Both,High (40–50%),41.5,67.43333333333334,58.56666666666666,74.88333333333333,78.92,30.525,67.325,20.166666666666668,51.3,67.6,58.3,75.0,12.1,1247.0,96.5,10.7,0.7533329162800186,0.1851238097804718,0.9845857537845482,0.144379125891327,0.1760194901367132,0.6102021113688167,-0.0470107029087733,1.1263627564932752,1.343631837374125,0.1117783175133601,0.8570548011388368,0.7027801414780772,-0.6201734590348605,0.9177277898792716,-0.5173708300950148,38.68837646438531,34.28557167286711,2.811623535614693,0,Tier 1 — Low Risk (Developed)
GJ,Bhavnagar,Both,High (40–50%),48.4,69.3,51.1,63.51666666666667,66.02000000000001,28.325000000000003,60.775,14.800000000000002,32.2,53.0,65.9,88.6,5.2,1895.0,98.1,20.2,0.8849060649676949,-0.4253021431292195,0.2999951836342848,-0.8410055768602294,-0.1020057356348478,0.0072415624857981,-0.831140240912821,0.1042263989798253,0.4647367679427595,0.6481375169648205,1.628727553179641,-0.6312121841745996,-0.3823443625496644,1.0140925813780763,0.9510639249096144,40.995475211049055,34.71386903705696,7.404524788950944,0,Tier 1 — Low Risk (Developed)
GJ,Dohad,Rural,High (40–50%),44.4,36.56666666666667,45.06666666666667,53.4,46.9,40.55,52.7,26.866666666666664,13.6,36.6,71.4,73.6,11.4,1236.0,87.6,17.9,-1.422323078091206,-0.91854811400714,-0.3093104997692498,-2.301513756442384,1.4429298939366708,-0.7361029309844872,0.9319336271459692,-0.8911524622636394,-0.5225152278568568,1.0362922007783768,0.7776179001934596,0.5674475867017188,-0.6242106813517388,0.3816986371671679,0.5955481421190199,44.16207945680917,44.73103974880252,0.2379205431908317,1,Tier 3 — High Risk
GJ,Gandhinagar,Both,Moderate (30–40%),36.5,70.33333333333333,54.833333333333336,78.10000000000001,78.6,40.325,68.05,26.96666666666667,44.9,57.0,40.8,58.9,3.3,980.0,96.0,14.0,0.9577412008483728,-0.1200891666743735,1.1783188623461345,0.1199354743502026,1.414495495846397,0.6769420194512877,0.946544736549772,0.7838668042374596,0.705529937649983,-1.1232593128025012,-0.0564695597329979,-0.9985434042818584,-0.7181678552718163,0.887613792535895,-0.0072829678302487,37.2062738335738,39.54129227429799,-0.7062738335737961,0,Tier 1 — Low Risk (Developed)
GJ,Jamnagar,Both,Low (<30%),27.9,71.2,56.29999999999999,73.51666666666667,84.76000000000002,29.775,68.725,15.566666666666668,44.2,35.0,58.3,70.2,4.6,1824.0,99.3,16.7,1.018828734167652,-0.0001840687813994,0.9022742776081238,0.5904757665168395,0.0812381631691353,0.7390791752522091,-0.7191217354836715,0.7464063094594799,-0.6188324957397462,0.1117783175133601,0.5846997121832589,-0.7472115168400498,-0.4084027975040609,1.0863661750021802,0.4100616467500141,31.644815588469257,32.804293040846275,-3.744815588469258,0,Tier 1 — Low Risk (Developed)
GJ,Junagadh,Both,Low (<30%),27.9,73.56666666666666,62.56666666666666,69.78333333333335,74.47999999999999,28.55,67.19999999999999,11.8,27.9,48.4,43.2,82.1,10.3,2232.0,99.5,15.9,1.185644690539527,0.5121377131249495,0.6774234158578912,-0.1947765392417679,-0.0735713375445748,0.598695230664941,-1.2694735230268857,-0.125888068942051,0.1878246227794523,-0.9538827235020396,1.2599133702189624,0.3547821434817269,-0.2586585515689374,1.0984117739395312,0.2864039831706771,29.730566758702807,31.667559415738644,-1.8305667587028085,0,Tier 1 — Low Risk (Developed)
GJ,Kachchh,Both,High (40–50%),40.8,60.5,44.86666666666667,64.86666666666667,68.85999999999999,32.825,62.650000000000006,22.899999999999995,38.0,41.7,58.3,68.1,6.9,779.0,96.7,17.9,0.2646326497257908,-0.934898809174364,0.3813028613207532,-0.6240681694327568,0.466682226170619,0.1798447730439147,0.3523596207951507,0.4146133557116582,-0.2155039364801467,0.1117783175133601,0.465544360765193,-0.3025474082891574,-0.7919389176075021,0.9297733888166224,0.5955481421190199,40.78113045616526,39.354973463600246,0.0188695438347394,0,Tier 1 — Low Risk (Developed)
GJ,Kheda,Rural,High (40–50%),45.5,58.99999999999999,54.26666666666667,61.31666666666666,59.86,36.025,59.25,25.9,32.7,59.5,57.7,71.7,10.2,9079.0,95.3,22.2,0.158904226673193,-0.1664161363148409,0.1674937829600395,-1.311545869026865,0.8710825545656172,-0.1331423821014693,0.7906929029092158,0.1309838952498109,0.8560256687169977,0.0694341701882453,0.6698106774818771,0.3354489213708183,2.254328830582509,0.8454541962551676,1.2602080838579577,40.64856420668683,37.55964825910943,4.851435793313172,2,Tier 2 — Moderate Risk
GJ,Mahesena,Rural,High (40–50%),40.5,71.23333333333333,60.9,73.41666666666667,77.97999999999999,37.725,69.425,21.46666666666667,34.0,54.0,58.3,65.4,5.2,1820.0,96.3,15.5,1.0211782546799315,0.3758819200647507,0.8962514866683858,0.0725758994892747,1.0859202290254606,0.803517707193906,0.1429337193406545,0.2005533855517734,0.5249350603695654,0.1117783175133601,0.312344623227681,-0.6312121841745996,-0.4098708783465621,0.9056821909419208,0.2245751513810084,36.429114307887104,35.38826157373332,4.070885692112896,0,Tier 1 — Low Risk (Developed)
GJ,Narmada,Rural,High (40–50%),47.4,49.23333333333333,53.76666666666667,65.66666666666667,83.62,38.0,64.125,23.4,45.3,51.7,62.2,69.4,9.1,506.0,97.2,12.6,-0.5295052834248294,-0.2072928742329006,0.4294851888386602,0.5033952579015846,1.1206733822469055,0.315625965349632,0.4254151678141624,0.8052728012534479,0.386478987787912,0.3870152751266096,0.5393071973573293,0.1227834781508264,-0.8921354351082097,0.959887386159999,-0.2236838790940889,43.01024814365915,38.915760582659736,4.389751856340851,0,Tier 1 — Low Risk (Developed)
GJ,Navsari,Both,Moderate (30–40%),38.9,63.06666666666666,68.2,83.21666666666667,88.34,36.075,68.35000000000001,15.833333333333334,58.5,58.2,58.3,73.6,6.5,1664.0,96.7,9.6,0.4455457291713459,0.9726822936684228,1.4864849987627482,0.8639391181331619,0.8774013096967896,0.7045585331405873,-0.6801587770735326,1.511670702781068,0.7777678885621502,0.1117783175133601,0.7776179001934596,-0.3798802967327909,-0.4671260312041093,0.9297733888166224,-0.6874001175166035,35.32175744367288,32.524882781617734,3.578242556327119,0,Tier 1 — Low Risk (Developed)
GJ,Panchmahal,Rural,High (40–50%),40.4,48.6,53.26666666666667,56.45,48.94,38.1,56.22500000000001,22.03333333333333,19.8,37.8,76.6,66.4,12.6,1892.0,88.5,17.6,-0.5741461731581482,-0.2481696121509603,-0.1256153761072289,-2.1456854778677186,1.1333108925092497,-0.4116088951352288,0.2257300059621993,-0.5593595085158177,-0.45027727694469,1.403274810929375,0.3690852667600931,0.799446252032619,-0.3834454231815403,0.4359038323852461,0.5491765182767688,41.0626299726145,40.26589273380748,-0.6626299726145035,1,Tier 3 — High Risk
GJ,Patan,Rural,Moderate (30–40%),37.6,61.53333333333333,47.03333333333333,66.18333333333332,50.32,36.9,62.125,24.53333333333333,21.5,41.7,34.5,71.6,14.5,1756.0,95.4,18.3,0.3374677856064688,-0.7577662781961054,0.4606029420273077,-2.040272230596621,0.9816607693611248,0.1315158740876417,0.5910077410572527,-0.4683840211978667,-0.2155039364801467,-1.567872859716211,0.6641366131286354,1.166777472139878,-0.4333601718265815,0.8514769957238434,0.6573769739086888,40.22460730876392,41.76676997441995,-2.6246073087639203,1,Tier 3 — High Risk
GJ,Porbandar,Both,Low (<30%),22.6,68.63333333333334,61.16666666666666,70.38333333333333,82.47999999999999,27.225,64.2,15.566666666666668,43.7,58.7,52.2,91.1,8.0,1493.0,99.3,17.8,0.8379156547220967,0.3976828469543824,0.7135601614963204,0.4163147492863295,-0.2410183485206293,0.3225300937719569,-0.7191217354836715,0.7196488131894944,0.8078670347755531,-0.3187205136253111,1.7705791620106712,-0.0898819650691655,-0.529886487221036,1.0863661750021802,0.5800909341716031,29.670723883551084,33.06257050254548,-7.070723883551082,0,Tier 1 — Low Risk (Developed)
GJ,Rajkot,Both,Moderate (30–40%),30.9,76.39999999999999,66.86666666666667,73.10000000000001,75.97999999999999,26.15,70.37500000000001,14.166666666666666,41.6,52.7,58.3,71.7,5.1,2323.0,96.6,19.5,1.3853539340833216,0.863677659220264,0.8771793153592145,-0.0801969226427496,-0.3768715838408241,0.890970000543353,-0.9236772671369016,0.6072673288555547,0.4466772802147178,0.1117783175133601,0.6698106774818771,-0.650545406285508,-0.2252597124020349,0.9237505893479464,0.8428634692776945,29.57442457738341,29.85820757704496,1.325575422616584,0,Tier 1 — Low Risk (Developed)
GJ,Sabarkantha,Rural,Critical (≥50%),50.6,56.93333333333334,55.46666666666667,65.86666666666667,71.35999999999999,41.35,60.7,23.53333333333333,27.5,46.5,58.3,60.6,6.2,2084.0,89.9,16.8,0.0132339549118375,-0.0683119653114979,0.4415307707181372,-0.4331021417677262,1.54402997603542,0.0003374340634732,0.4448966470192314,-0.1472940659580394,0.0734478671685213,0.1117783175133601,0.0399895342721027,-0.4378799630655159,-0.3129775427414822,0.5202230249467009,0.4255188546974315,40.05749123954245,40.05431657951333,10.542508760457553,1,Tier 3 — High Risk
GJ,Surendranagar,Rural,High (40–50%),45.5,55.366666666666674,50.73333333333333,59.20000000000001,55.8,34.125,61.45,18.633333333333333,26.9,51.8,38.0,82.2,8.9,2199.0,95.8,17.3,-0.0971935091653194,-0.4552784176024639,0.0400113747355777,-1.6216746979548748,0.6309698595810869,0.0693787182867196,-0.271047713767073,-0.1794030614820222,0.3924988170305922,-1.3208653336530387,1.265587434572204,0.0841170339290098,-0.2707702185195724,0.8755681935985442,0.5028048944345173,44.539057934444536,38.95051059478413,0.9609420655554644,1,Tier 3 — High Risk
GJ,Tapi,Rural,Moderate (30–40%),35.9,49.633333333333326,54.833333333333336,67.38333333333333,85.75999999999999,37.75,61.175,15.7,42.8,35.9,58.3,82.8,10.0,945.0,95.5,11.6,-0.5013110372774702,-0.1200891666743735,0.5328764333041686,0.6668621775828496,1.0890796065910464,0.044063580738196,-0.699640256278602,0.6714853199035199,-0.5646540325556211,0.1117783175133601,1.299631820691651,0.2967824771490017,-0.7310135626437019,0.8574997951925184,-0.3782559585682604,40.39012315881285,37.43134271347425,-4.49012315881285,0,Tier 1 — Low Risk (Developed)
GJ,The Dangs,Rural,High (40–50%),48.1,32.800000000000004,46.96666666666667,45.53333333333333,66.2,48.27499999999999,57.725,31.633333333333336,38.8,42.3,80.5,72.7,11.6,400.0,92.7,14.8,-1.6878188959788392,-0.7632165099185131,-0.7831033870286702,-0.8272560228683478,2.4191775617027207,-0.2735263266887374,1.628396508727205,0.4574253497436351,-0.1793849610240635,1.6785117685426243,0.7265513210142891,0.6061140309235354,-0.9310395774344918,0.6888614100696097,0.1163746957490885,45.40897374006719,46.47413867465298,2.691026259932812,1,Tier 3 — High Risk
